DATASET	SEGMENT	TOKENS
baf2	¹⁵/ɔ	41
baf2	ɗ	41
baf2	³/ɔ	40
baf2	ẽ	40
baf2	ũ:	39
baf2	eː	38
baf2	∼/ãː	38
baf2	uː	37
baf2	x	37
baf2	q	36
baf2	³/ɛ	36
baf2	ĩ:	35
baf2	⁵¹/aː	35
baf2	⁵¹/ɛː	34
baf2	³/o	33
baf2	¹⁵/u	33
baf2	⁵/ã	31
baf2	⁵¹/eː	31
baf2	ɓ	30
baf2	³/e	28
baf2	¹⁵/oː	28
baf2	ɣ	27
baf2	¹⁵/iː	25
baf2	⁵¹/u	25
baf2	⁵/ɔː	24
baf2	⁵¹/uː	24
baf2	∼¹/ɔ	24
baf2	⁵¹/o	23
baf2	⁵¹/oː	23
baf2	ɥ	21
baf2	⁵/ɔ̃	21
baf2	¹⁵/eː	20
baf2	ʒ	20
baf2	¹⁵/i	19
baf2	⁵¹/ĩ:	19
baf2	⁵¹/ɔː	19
baf2	ɛ̃	18
baf2	⁵/ĩ	18
baf2	ɔ̃ː	17
baf2	⁵/ũ	17
baf2	⁵¹/ɔ	17
baf2	ⁿk	16
baf2	⁵/ĩ:	14
baf2	∼⁵/ɔ	14
baf2	ãː	13
baf2	⁵/ɛ̃	13
baf2	¹/a:	12
baf2	õ:	12
baf2	¹⁵/uː	11
baf2	ʄ	11
baf2	ⁿt	11
baf2	¹/ɔ̃	10
baf2	ʃ	10
baf2	ð	9
baf2	ɑ	9
baf2	⁵/ãː	9
baf2	⁵/õ	9
baf2	ⁿp	9
baf2	∼/j̃	9
baf2	∼⁵/ũ:	9
baf2	⁵/a:	8
baf2	⁵/ɛ̃ː	8
baf2	³/õ	7
baf2	õː	7
baf2	∼/ɛː	7
baf2	⁵/i:	6
baf2	³/aː	5
baf2	¹/u:	5
baf2	ɛ:	5
baf2	⁵/ə	5
baf2	⁵/ẽ	5
baf2	³/ã	4
baf2	³/ũ	4
baf2	³³/iː	4
baf2	³¹/aː	4
baf2	³¹/ĩ:	4
baf2	¹/i:	4
baf2	¹/ũ	4
baf2	¹⁵/o:	4
baf2	⁵/ũː	4
baf2	⁵¹/o:	4
baf2	ⁿq	4
baf2	∼/r	4
baf2	∼/ɛ:	4
baf2	dʷ	3
baf2	i:̃	3
baf2	³/ɔː	3
baf2	³¹/iː	3
baf2	³¹/ã:	3
baf2	¹/ĩ	3
baf2	¹/ə	3
baf2	¹⁵/i:	3
baf2	¹⁵/ɛ̃ː	3
baf2	¹⁵¹/ɛː	3
baf2	ɛ̃ː	3
baf2	ʔⁿ	3
baf2	θ	3
baf2	⁵/o:	3
baf2	⁵/õː	3
baf2	⁵/ẽː	3
baf2	⁵¹/eː̃	3
baf2	⁵¹/ãː	3
baf2	ⁿtʃ	3
baf2	∼/i	3
baf2	∼/ʔ	3
baf2	g	2
baf2	v	2
baf2	³/ĩ	2
baf2	³/ɔ̃	2
baf2	³/ɛ:	2
baf2	³/ɛ̃	2
baf2	¹/o:	2
baf2	¹/ã	2
baf2	¹/ò	2
baf2	¹/ɛ̃ː	2
baf2	¹⁵/ũ	2
baf2	¹⁵¹/a	2
baf2	¹⁵¹/aː	2
baf2	¹⁵¹/ãː	2
baf2	ã:	2
baf2	ĩː	2
baf2	ŋ̄/ŋ	2
baf2	ũː	2
baf2	ɕ	2
baf2	ᵐb	2
baf2	ẽː̃	2
baf2	⁵/ẽː̃	2
baf2	⁵¹/a:	2
baf2	⁵¹/ũː	2
baf2	⁵¹/ɛ̃ː	2
baf2	∼/w	2
baf2	∼/ɥ	2
baf2	/o	1
baf2	bː	1
baf2	rⁿ	1
baf2	³/ã:	1
baf2	³/ŋ	1
baf2	³/ə	1
baf2	³/əː	1
baf2	³/ɛː	1
baf2	³¹/o	1
baf2	³¹/oː	1
baf2	³¹/u	1
baf2	³¹/ã	1
baf2	³¹/ũ	1
baf2	³¹/ɛ	1
baf2	³¹/ɛ̃ː	1
baf2	¹/e:	1
baf2	¹/à	1
baf2	¹/õ	1
baf2	¹/ĩ:	1
baf2	¹/ũ:	1
baf2	¹/ũː	1
baf2	¹/ɔ̀	1
baf2	¹³/iː	1
baf2	¹³/ãː	1
baf2	¹⁵/ãː	1
baf2	¹⁵¹/iː	1
baf2	¹⁵¹/o	1
baf2	¹∼/ɛ	1
baf2	â	1
baf2	í	1
baf2	ŋ̀/ŋ	1
baf2	ɔ̀	1
baf2	ɛː	1
baf2	ʋ	1
baf2	ᵐp	1
baf2	ẽː	1
baf2	⁵	1
baf2	⁵/j	1
baf2	⁵/á	1
baf2	⁵/æ̃ː	1
baf2	⁵/ɔ:	1
baf2	⁵/ɔ́ː	1
baf2	⁵/ɔ̃ː	1
baf2	⁵/ɛ:	1
baf2	⁵¹	1
baf2	⁵¹/ã	1
baf2	⁵¹/ĩː	1
baf2	⁵¹/ɛ̃	1
baf2	⁵¹/ẽ	1
baf2	ⁿj	1
baf2	ⁿz	1
baf2	∼/+	1
baf2	∼/ũ	1
bantubvd	à/a	2137
bantubvd	l	1004
bantubvd	k	873
bantubvd	n	796
bantubvd	m	727
bantubvd	ì/i	696
bantubvd	ù/u	675
bantubvd	g	630
bantubvd	ò/o	578
bantubvd	s	574
bantubvd	t	545
bantubvd	b	541
bantubvd	á/a	516
bantubvd	è/e	477
bantubvd	í/i	477
bantubvd	ŋ	420
bantubvd	r	411
bantubvd	d	400
bantubvd	ú/u	388
bantubvd	w	368
bantubvd	á	364
bantubvd	p	345
bantubvd	ó/o	341
bantubvd	a	327
bantubvd	é/e	281
bantubvd	ɔ̀/ɔ	272
bantubvd	β	235
bantubvd	j	192
bantubvd	ɛ̀/ɛ	183
bantubvd	f	176
bantubvd	ɔ́/ɔ	173
bantubvd	dʒ	155
bantubvd	ɛ́/ɛ	144
bantubvd	ɲ	135
bantubvd	ʊ̀/ʊ	135
bantubvd	z	127
bantubvd	ʃ	126
bantubvd	ɩ̀/i	124
bantubvd	v	120
bantubvd	h	119
bantubvd	ʊ́/ʊ	117
bantubvd	u	101
bantubvd	ɩ́/i	94
bantubvd	tʃ	89
bantubvd	ɣ	83
bantubvd	i	81
bantubvd	ts	62
bantubvd	e	60
bantubvd	χ	59
bantubvd	â/a	57
bantubvd	x	56
bantubvd	o	55
bantubvd	û/u	55
bantubvd	ɓ	51
bantubvd	tʰ	40
bantubvd	ìì	33
bantubvd	ǎ/a	32
bantubvd	ʊ̀	32
bantubvd	î	31
bantubvd	ê/e	29
bantubvd	ô	29
bantubvd	ʝ	23
bantubvd	ɬʰ	20
bantubvd	qʰ	18
bantubvd	tsʰ	17
bantubvd	y	17
bantubvd	tɬ	16
bantubvd	ǐ/i	14
bantubvd	ʊ̌/ʊ	14
bantubvd	i/i	12
bantubvd	ǹ/n̩	12
bantubvd	ɬ	12
bantubvd	tɬʰ	10
bantubvd	ɔ̌/ɔ	10
bantubvd	oː	9
bantubvd	pʰ	9
bantubvd	ǒ/o	9
bantubvd	ɛ̂/ɛ	8
bantubvd	ɩ̌/i	8
bantubvd	iː	7
bantubvd	ɔ̂/ɔ	7
bantubvd	ɛ̌/ɛ	7
bantubvd	ô/o	6
bantubvd	ě/e	6
bantubvd	ŋ́/ŋ̍	6
bantubvd	kʰ	5
bantubvd	î/i	5
bantubvd	ŋ̀/ŋ	5
bantubvd	ŋʰ	4
bantubvd	ǔ/u	4
bantubvd	c	3
bantubvd	nː	3
bantubvd	ń/n	3
bantubvd	ǀ	3
bantubvd	ɲ̀/ɲ	3
bantubvd	nʰ	2
bantubvd	nʲ	2
bantubvd	tʃʰ	2
bantubvd	è/a	2
bantubvd	é/a	2
bantubvd	ŋ́/ŋ	2
bantubvd	aː	1
bantubvd	bʰ	1
bantubvd	mʰ	1
bantubvd	r̀/r̩	1
bantubvd	sʰ	1
bantubvd	áː/aː	1
bantubvd	ìː/iː	1
bantubvd	ó	1
bantubvd	óː/oː	1
bantubvd	ē/e	1
bantubvd	ń/n̩	1
bantubvd	ō/o	1
bantubvd	ǀ̰	1
bantubvd	ɲ́/ɲ̍	1
bantubvd	ɸ	1
bantubvd	ḿ/m̩	1
bdpa	e	15885
bdpa	ɑ	11959
bdpa	ə	10005
bdpa	r	9077
bdpa	t	8977
bdpa	i	8332
bdpa	o	7310
bdpa	n	7078
bdpa	u	6682
bdpa	ɤ	6514
bdpa	s	6243
bdpa	k	6003
bdpa	m	5194
bdpa	l	5118
bdpa	d	4156
bdpa	ˈd	3329
bdpa	ʃ	3263
bdpa	f	3204
bdpa	ˈv	3161
bdpa	j	3017
bdpa	v	2966
bdpa	b	2691
bdpa	p	2609
bdpa	a	2402
bdpa	ɛ	2290
bdpa	tʃ	2100
bdpa	ˈs	2006
bdpa	ˈn	1860
bdpa	ɔ	1586
bdpa	z	1581
bdpa	ɡ	1544
bdpa	ˈm	1472
bdpa	ˈk	1352
bdpa	ˈɡ	1292
bdpa	ˈb	1245
bdpa	ˈp	1149
bdpa	ˈt	1103
bdpa	ˈj	1043
bdpa	lʲ	1029
bdpa	h	990
bdpa	x	984
bdpa	ɾ	931
bdpa	w	922
bdpa	t͡s	881
bdpa	ŋ	868
bdpa	ˈr	836
bdpa	ʒ	827
bdpa	ˈʒ	824
bdpa	rʲ	815
bdpa	ɪ	792
bdpa	c	769
bdpa	ˈdʲ	750
bdpa	ˈʧ	736
bdpa	ʊ	724
bdpa	ʋ	707
bdpa	aː	678
bdpa	nʲ	663
bdpa	eː	656
bdpa	ˈo	635
bdpa	ˈt͡s	620
bdpa	ˈz	605
bdpa	ˈu	603
bdpa	ˈvʲ	600
bdpa	ɕ	580
bdpa	ˈnʲ	577
bdpa	iː	576
bdpa	tʰ	549
bdpa	ˈl	514
bdpa	ɐ	505
bdpa	ts	484
bdpa	ʁ	471
bdpa	ˈlʲ	469
bdpa	r̩	463
bdpa	ʔ	458
bdpa	ɑː	452
bdpa	kʰ	438
bdpa	æ	434
bdpa	ɳ	427
bdpa	tɕ	398
bdpa	χ	393
bdpa	oː	384
bdpa	ˈʃ	360
bdpa	y	359
bdpa	uː	352
bdpa	ˈf	351
bdpa	dz	347
bdpa	tʲ	347
bdpa	³³	341
bdpa	ɔː	338
bdpa	ɫ	332
bdpa	²¹	330
bdpa	ɹ	325
bdpa	⁵⁵	325
bdpa	ˈpʲ	315
bdpa	ˈbʲ	313
bdpa	ɣ	304
bdpa	⁴⁴	303
bdpa	ɛː	297
bdpa	ˈmʲ	294
bdpa	ã	264
bdpa	ɲ	252
bdpa	ˈt͡sʲ	243
bdpa	θ	242
bdpa	g	240
bdpa	ˈɑ	228
bdpa	ɔ̃	224
bdpa	q	212
bdpa	ç	206
bdpa	dʲ	197
bdpa	ˈtʲ	197
bdpa	dʒ	196
bdpa	ø	192
bdpa	ʉ	192
bdpa	vʲ	187
bdpa	ɯ	183
bdpa	sʲ	180
bdpa	ˈrʲ	180
bdpa	l̩	175
bdpa	ˈʋ	173
bdpa	ˈʤ	171
bdpa	ʌ	170
bdpa	æː	167
bdpa	³¹	165
bdpa	ei	164
bdpa	n̩	164
bdpa	⁴²	164
bdpa	ˈʑ	161
bdpa	ɰ	149
bdpa	œ	147
bdpa	β	140
bdpa	øː	137
bdpa	ˈʨ	137
bdpa	ˈɟ	133
bdpa	iə	130
bdpa	ɟ	129
bdpa	ɒ	128
bdpa	ɛ̃	120
bdpa	ɛi	118
bdpa	³⁵	117
bdpa	ʎ	116
bdpa	m̩	115
bdpa	ˈzʲ	114
bdpa	²²	110
bdpa	ɬ	110
bdpa	ʂ	109
bdpa	ˈe	108
bdpa	ʀ	104
bdpa	ɨ	100
bdpa	aɪ	99
bdpa	ð	99
bdpa	ɽ	99
bdpa	nː	96
bdpa	ˈx	96
bdpa	ʑ	95
bdpa	mʲ	88
bdpa	oə	87
bdpa	²⁴	87
bdpa	tː	84
bdpa	pʰ	83
bdpa	ɸ	83
bdpa	ɛɪ	82
bdpa	æi	79
bdpa	eə	78
bdpa	kː	78
bdpa	ˈsʲ	78
bdpa	mː	76
bdpa	ou	76
bdpa	ɜ	76
bdpa	ˈh	75
bdpa	õ	72
bdpa	pʲ	70
bdpa	yː	70
bdpa	œː	68
bdpa	au	67
bdpa	aʊ	66
bdpa	i/j	66
bdpa	ɱ	63
bdpa	uə	61
bdpa	ɴ	59
bdpa	ɲː	58
bdpa	ɿ	58
bdpa	ɵ	57
bdpa	eɪ	55
bdpa	⁵³	54
bdpa	²¹³	53
bdpa	ia	51
bdpa	¹³	50
bdpa	ʈ	50
bdpa	kʰː	48
bdpa	ʏ	47
bdpa	tʰː	46
bdpa	ˈɕ	46
bdpa	ɾˠ	44
bdpa	ai	42
bdpa	ɚ	42
bdpa	ɪə	42
bdpa	ɪi	40
bdpa	ɒː	38
bdpa	ẽ	38
bdpa	ĩ	37
bdpa	œi	37
bdpa	lː	36
bdpa	ɑɪ	36
bdpa	ɔə	36
bdpa	⁵	36
bdpa	oʊ	34
bdpa	ɥ	34
bdpa	pʰː	33
bdpa	zʲ	33
bdpa	ɑi	32
bdpa	ʈ͡ʂ	31
bdpa	ˈʣ	30
bdpa	ɨː	29
bdpa	ɪː	29
bdpa	ˈc	29
bdpa	qʰ	27
bdpa	t͡ʂ	27
bdpa	kʲ	26
bdpa	y/ɥ	26
bdpa	dʑ	25
bdpa	eːi	25
bdpa	æʊ	25
bdpa	ɑ̃	25
bdpa	ɜʉ	25
bdpa	ʊə	25
bdpa	ʌʊ	25
bdpa	ˈɛ	25
bdpa	²	24
bdpa	¹¹	24
bdpa	oɐ	23
bdpa	ɻ	23
bdpa	ʐ	23
bdpa	xˁ	22
bdpa	ɛ̃ː	22
bdpa	ɤ̃	22
bdpa	ɭ	22
bdpa	ʅ	22
bdpa	ʉː	22
bdpa	ie	21
bdpa	uːə	21
bdpa	¹²	21
bdpa	æɪ	21
bdpa	ɔi	21
bdpa	ɔu	21
bdpa	ɛ̃ĩ	21
bdpa	aːə	20
bdpa	lˀ	20
bdpa	oːɑ	19
bdpa	ɣʷ	19
bdpa	ŋ̩	18
bdpa	ʎː	18
bdpa	iɛ	17
bdpa	iːə	17
bdpa	yə	17
bdpa	ɐɪ	17
bdpa	ɔɪ	17
bdpa	ɔʊ	17
bdpa	ũ	16
bdpa	ǝ	16
bdpa	ʦʰ	16
bdpa	bʲ	15
bdpa	oːə	15
bdpa	sː	15
bdpa	ɛə	15
bdpa	ɢ	15
bdpa	ɯ̃	15
bdpa	nː̩	14
bdpa	³	14
bdpa	¹	14
bdpa	ɔːə	14
bdpa	əu	14
bdpa	ʌɪ	14
bdpa	ẽĩ	14
bdpa	t͡sʲ	13
bdpa	œu	13
bdpa	ȵ	13
bdpa	ɑu	13
bdpa	ˈɸ	13
bdpa	fʲ	12
bdpa	iɐ	12
bdpa	əʊ	12
bdpa	⁴³	12
bdpa	eːə	11
bdpa	l̩ː	11
bdpa	nˀ	11
bdpa	eɐ	10
bdpa	sʰ	10
bdpa	ye	10
bdpa	øə	10
bdpa	œʏ	10
bdpa	ɐʊ	10
bdpa	ɑʊ	10
bdpa	ə̃	10
bdpa	ɛʉ	10
bdpa	ʊ̃	10
bdpa	ʨʰ	10
bdpa	aɛ	9
bdpa	aː˞	9
bdpa	eu	9
bdpa	kʷ	9
bdpa	tːʰ	9
bdpa	æ̃	9
bdpa	øy	9
bdpa	ħ	9
bdpa	œy	9
bdpa	ɛːə	9
bdpa	ɜː	9
bdpa	ɫ̩	9
bdpa	ʊu	9
bdpa	ʊɛ	9
bdpa	ʌi	9
bdpa	⁵¹	9
bdpa	ao	8
bdpa	iɑ	8
bdpa	iɚ	8
bdpa	oɔ	8
bdpa	pʼ	8
bdpa	uo	8
bdpa	uɔ	8
bdpa	³²	8
bdpa	ãː	8
bdpa	øʉ	8
bdpa	ɐi	8
bdpa	ɐu	8
bdpa	ɜi	8
bdpa	ɤː	8
bdpa	ʝ	8
bdpa	ˈɒ	8
bdpa	ˈʣʲ	8
bdpa	ˈʥ	8
bdpa	⁴⁵	8
bdpa	ae	7
bdpa	ii	7
bdpa	kːʰ	7
bdpa	n̥	7
bdpa	t͡θʰ	7
bdpa	ł	7
bdpa	ɒɪ	7
bdpa	əʉ	7
bdpa	ɪiə/ɪə	7
bdpa	ɪːə	7
bdpa	ɪ̃	7
bdpa	ɱ̩	7
bdpa	ʊː	7
bdpa	ʧʼ	7
bdpa	cː	6
bdpa	iɪ	6
bdpa	oːu	6
bdpa	o̝	6
bdpa	pː	6
bdpa	rː	6
bdpa	ua	6
bdpa	ui	6
bdpa	uɛ	6
bdpa	uːɔ	6
bdpa	²¹²	6
bdpa	œ̃	6
bdpa	ɑe	6
bdpa	ɑə	6
bdpa	ɑːi	6
bdpa	ɒʊ	6
bdpa	ɛʊ	6
bdpa	ɜu	6
bdpa	ɵː	6
bdpa	ʊi	6
bdpa	ʍ	6
bdpa	ʏː	6
bdpa	ʰtː	6
bdpa	iɜ	5
bdpa	iˀ	5
bdpa	kʼ	5
bdpa	pːʰ	5
bdpa	u/w	5
bdpa	yɛ	5
bdpa	ŋˀ	5
bdpa	œʊ	5
bdpa	ɒi	5
bdpa	ɔɐ	5
bdpa	ɔː˞	5
bdpa	ɚː	5
bdpa	ɛa	5
bdpa	ɦ	5
bdpa	ʊɔ	5
bdpa	ʏy	5
bdpa	ˈi	5
bdpa	aɨ	4
bdpa	aɵ	4
bdpa	cʰː	4
bdpa	d͡ʐ	4
bdpa	eiə/eə	4
bdpa	eɛ	4
bdpa	ouɚ/oɚ	4
bdpa	p͡f	4
bdpa	t͡θ	4
bdpa	uɐ	4
bdpa	xʰ	4
bdpa	²³	4
bdpa	³¹²	4
bdpa	æʏ	4
bdpa	øːə	4
bdpa	œə	4
bdpa	œɪ	4
bdpa	ɐʉ	4
bdpa	ɑɔ	4
bdpa	ɔa	4
bdpa	ɔe	4
bdpa	ɔɚ	4
bdpa	ɔːɑ	4
bdpa	ɔẽ	4
bdpa	ɚ̃	4
bdpa	ɛɪə/ɛə	4
bdpa	ɡʲ	4
bdpa	ɪɛ	4
bdpa	ɪɜ	4
bdpa	ɬ̥	4
bdpa	ʌu	4
bdpa	ˈuː	4
bdpa	χʷ	4
bdpa	ỹ	4
bdpa	aɔ	3
bdpa	aə	3
bdpa	aːi	3
bdpa	a͜i	3
bdpa	d͡ð	3
bdpa	eʌ	3
bdpa	hˁ	3
bdpa	iu	3
bdpa	iã	3
bdpa	iɔ	3
bdpa	iə̃	3
bdpa	kx	3
bdpa	l̥	3
bdpa	mˀ	3
bdpa	tʃʰ	3
bdpa	u/ɥ	3
bdpa	æiə/æə	3
bdpa	æu	3
bdpa	æɛo/æo	3
bdpa	æɪə/æə	3
bdpa	æ͜u	3
bdpa	çː	3
bdpa	ɑo	3
bdpa	ɔo	3
bdpa	ɔʏ	3
bdpa	ɔˀ	3
bdpa	ɔ˞	3
bdpa	əi	3
bdpa	əː	3
bdpa	ɛɐ	3
bdpa	ɛɚ	3
bdpa	ɛːi	3
bdpa	ɜıi/ɜi	3
bdpa	ɜʊ	3
bdpa	ɪu	3
bdpa	ɴ̩	3
bdpa	ɵu	3
bdpa	ɵy	3
bdpa	ɵə	3
bdpa	ɵʊ	3
bdpa	ɵ˞	3
bdpa	ʂː	3
bdpa	ʃː	3
bdpa	ʈʰ	3
bdpa	ʉə	3
bdpa	ʦː	3
bdpa	ˈɤ	3
bdpa	⁰	3
bdpa	⁴¹	3
bdpa	aɑ	2
bdpa	aɪə/aə	2
bdpa	aʊə/aə	2
bdpa	aːy	2
bdpa	a̠	2
bdpa	a͜	2
bdpa	a͜u	2
bdpa	bˁ	2
bdpa	c͡ç	2
bdpa	iɑ̃	2
bdpa	iɛː	2
bdpa	iᴀ	2
bdpa	jː	2
bdpa	lˠ	2
bdpa	lˠː	2
bdpa	nʲː	2
bdpa	oɑ	2
bdpa	oɔˀ	2
bdpa	oɛ	2
bdpa	oʊə/oə	2
bdpa	oːi	2
bdpa	oːɔ	2
bdpa	o˞	2
bdpa	pˁ	2
bdpa	qʼ	2
bdpa	rˠ	2
bdpa	sˀ	2
bdpa	uɒ	2
bdpa	uɛi/ɛi	2
bdpa	uˀ	2
bdpa	yi	2
bdpa	yɵ	2
bdpa	yˀ	2
bdpa	²¹⁴	2
bdpa	æə	2
bdpa	õə̃	2
bdpa	øi	2
bdpa	øu	2
bdpa	øɐ	2
bdpa	øʏ	2
bdpa	ŋː	2
bdpa	œo	2
bdpa	ǝɯ	2
bdpa	ǝ̃	2
bdpa	ɐuɐ/ɐɐ	2
bdpa	ɑɑ	2
bdpa	ɑɵ	2
bdpa	ɑː˞	2
bdpa	ɒu	2
bdpa	ɒʊe/ɒe	2
bdpa	ɒʊə/ɒə	2
bdpa	ɔuɐ/ɔɐ	2
bdpa	ɔːɔ	2
bdpa	ɕʰ	2
bdpa	ɛe	2
bdpa	ɛiə/ɛə	2
bdpa	ɛiː	2
bdpa	ɛɪˀ	2
bdpa	ɜʏ	2
bdpa	ɤu	2
bdpa	ɪɐ	2
bdpa	ɪɤ	2
bdpa	ɪɪə	2
bdpa	ɪʊ	2
bdpa	ɬː	2
bdpa	ɭː	2
bdpa	ɵːɔ	2
bdpa	ʁ̩	2
bdpa	ʂʰ	2
bdpa	ʊa	2
bdpa	ʊo	2
bdpa	ʌiː	2
bdpa	ʌʉ	2
bdpa	ʌː	2
bdpa	ʏɛ	2
bdpa	ʨː	2
bdpa	ʰkʰː	2
bdpa	ʰp	2
bdpa	ˈcʲ	2
bdpa	ˈɡʲ	2
bdpa	ˈʦ	2
bdpa	ᴇ/ɛ	2
bdpa	ᴇ̃/ɛ̃	2
bdpa	⁰²/¹²	2
bdpa	aei/ai	1
bdpa	aø	1
bdpa	aĩ	1
bdpa	aɔ̈	1
bdpa	aɪɐ/aɐ	1
bdpa	aɯ	1
bdpa	aʉ	1
bdpa	aˀ	1
bdpa	aːəiə/aːə	1
bdpa	bː	1
bdpa	cʼ	1
bdpa	ea	1
bdpa	euə/eə	1
bdpa	eǝ	1
bdpa	eə̃	1
bdpa	eɪə/eə	1
bdpa	eʊ	1
bdpa	eːɨ	1
bdpa	e̞	1
bdpa	hʲ	1
bdpa	i/ɥ	1
bdpa	iuə/yə	1
bdpa	iœ	1
bdpa	iɔ̃	1
bdpa	iɛ̃	1
bdpa	iɪə/iə	1
bdpa	iʌ	1
bdpa	iːe	1
bdpa	iːi	1
bdpa	iːɛ	1
bdpa	iːː	1
bdpa	iẽ	1
bdpa	k͡k	1
bdpa	k͡x	1
bdpa	lʰ	1
bdpa	lʲː	1
bdpa	lː̩	1
bdpa	l̠	1
bdpa	m̆/m	1
bdpa	m̥	1
bdpa	nːʲ	1
bdpa	nˠ	1
bdpa	nˠː	1
bdpa	n̩ː	1
bdpa	oi	1
bdpa	ouə/oə	1
bdpa	oɐ̃	1
bdpa	oɪ	1
bdpa	oʊɤ/oɤ	1
bdpa	oˀ	1
bdpa	oːe	1
bdpa	oːæ	1
bdpa	p̩	1
bdpa	qʷ	1
bdpa	tʰʲ	1
bdpa	tʲʰː	1
bdpa	tʲː	1
bdpa	tˀ	1
bdpa	tˁ	1
bdpa	uoː	1
bdpa	uu	1
bdpa	uɑ	1
bdpa	uə̃	1
bdpa	uɤ	1
bdpa	uɪ	1
bdpa	uʊ	1
bdpa	uˡ/u	1
bdpa	vː	1
bdpa	wː	1
bdpa	ya	1
bdpa	yu	1
bdpa	yɐ	1
bdpa	yɒ	1
bdpa	yɔ	1
bdpa	yɤ	1
bdpa	yɨ	1
bdpa	yʌ	1
bdpa	yːə	1
bdpa	yː˞	1
bdpa	zː	1
bdpa	²²⁴	1
bdpa	²⁴²	1
bdpa	ãɔ̃	1
bdpa	äː	1
bdpa	æeo/æo	1
bdpa	æo	1
bdpa	æø	1
bdpa	æɪɛ/æɛ	1
bdpa	æ̃ĩ	1
bdpa	ðˀ	1
bdpa	õɐ̃	1
bdpa	õɛ̃	1
bdpa	õː	1
bdpa	øɔ	1
bdpa	øɔˀ	1
bdpa	øɪ	1
bdpa	øʊ	1
bdpa	øʊə/øə	1
bdpa	øːy	1
bdpa	ø̈	1
bdpa	ıiı/ɨi	1
bdpa	ŋ̍	1
bdpa	œʊɑ/œɑ	1
bdpa	œːi	1
bdpa	œːiə/œːə	1
bdpa	œː˞	1
bdpa	œː˞ə	1
bdpa	ɐo	1
bdpa	ɑɒ	1
bdpa	ɑʊɔ/ɑɔ	1
bdpa	ɑːɑ	1
bdpa	ɑ̤	1
bdpa	ɒɔ	1
bdpa	ɒə	1
bdpa	ɒɤ	1
bdpa	ɒːə	1
bdpa	ɒ̃	1
bdpa	ɒ̃ː	1
bdpa	ɔəː	1
bdpa	ɔɪɛ/ɔɛ	1
bdpa	ɔʊə/ɔə	1
bdpa	ɖ	1
bdpa	əø	1
bdpa	əɪ	1
bdpa	əɪɜ/əɜ	1
bdpa	əɯ	1
bdpa	əːu	1
bdpa	ə̤	1
bdpa	ɛeə/ɛə	1
bdpa	ɛiɪ/ɛɪ	1
bdpa	ɛo	1
bdpa	ɛæ	1
bdpa	ɛĩ	1
bdpa	ɛɑ	1
bdpa	ɛɜ	1
bdpa	ɛɪɐ/ɛɐ	1
bdpa	ɛɪɤ/ɛɤ	1
bdpa	ɛɪʊ/ɛʊ	1
bdpa	ɛʏ	1
bdpa	ɛ̃i	1
bdpa	ɛ̝	1
bdpa	ɜo	1
bdpa	ɪa	1
bdpa	ɪe	1
bdpa	ɪə˞	1
bdpa	ɪː˞	1
bdpa	ɪ˞	1
bdpa	ɫ̩ː	1
bdpa	ɮ	1
bdpa	ɰ̥	1
bdpa	ɴː	1
bdpa	ɴ̥	1
bdpa	ɶ	1
bdpa	ɶː	1
bdpa	ɸʰ	1
bdpa	ɸ͡x/ɸ	1
bdpa	ɹː	1
bdpa	ɾ̆/r	1
bdpa	ʁː	1
bdpa	ʉu	1
bdpa	ʉʉ	1
bdpa	ʉˀ	1
bdpa	ʊe	1
bdpa	ʊuʌ/ʊʌ	1
bdpa	ʊɐ	1
bdpa	ʊɛʊ/ɛʊ	1
bdpa	ʊɪ	1
bdpa	ʊˀ	1
bdpa	ʊ˞	1
bdpa	ʌiə/ʌə	1
bdpa	ʌy	1
bdpa	ʌɪɤ/ʌɤ	1
bdpa	ʌːə	1
bdpa	ʎ̆/lʲ	1
bdpa	ʏo	1
bdpa	ʏu	1
bdpa	ʏɐ	1
bdpa	ʏə	1
bdpa	ʏʉ	1
bdpa	ʦʼ	1
bdpa	ʧʲ	1
bdpa	ʨʼ	1
bdpa	ʰcː	1
bdpa	ʰk	1
bdpa	ʰpː	1
bdpa	ʰtʰː	1
bdpa	ˈkʲ	1
bdpa	ˈɪ	1
bdpa	ˈʦʲ	1
bdpa	β̞	1
bdpa	χː	1
bdpa	ᴀ̃	1
bdpa	ᴀ̃/ɑ̃	1
bdpa	ṃ	1
bdpa	ẽə̃	1
bdpa	ỹɛ	1
bdpa	ỹː	1
bdpa	⁰⁴/¹⁴	1
bdpa	⁴⁴²	1
bdpa	⁵⁴	1
beidasinitic	a	4995
beidasinitic	ŋ	4328
beidasinitic	i/j	4314
beidasinitic	i	3821
beidasinitic	n	3725
beidasinitic	k	3051
beidasinitic	ts	2827
beidasinitic	⁰	2605
beidasinitic	u/w	2547
beidasinitic	³¹	2516
beidasinitic	t	2506
beidasinitic	⁵⁵	2266
beidasinitic	⁴⁴	2143
beidasinitic	u	2079
beidasinitic	⁵³	1849
beidasinitic	ə	1848
beidasinitic	²¹	1833
beidasinitic	ɔ	1827
beidasinitic	l	1761
beidasinitic	s	1735
beidasinitic	tʰ	1706
beidasinitic	m	1703
beidasinitic	²⁴	1697
beidasinitic	³³	1603
beidasinitic	ɿ	1535
beidasinitic	⁴²	1462
beidasinitic	p	1407
beidasinitic	o	1365
beidasinitic	au	1336
